seg,proj,d,N,population,n,frac_seen_median,auroc_base,auroc_chaos,auroc_full
reason_sent,cos_step,3,50,все допустимые при N,300,0.11274315406282095,0.5568912567342108,0.5357802129958327,0.5393194863992827
reason_sent,cos_step,3,50,фиксированная (≥400 фрагм.),164,0.075189500153771,0.5937919025419025,0.36713598901098904,0.5371441058941058
reason_sent,cos_step,3,100,все допустимые при N,300,0.2254863081256419,0.5730306888923188,0.4981592544410881,0.5690617121983845
reason_sent,cos_step,3,100,фиксированная (≥400 фрагм.),164,0.150379000307542,0.6074315961815963,0.4292510267510267,0.5877025752025753
reason_sent,cos_step,3,200,все допустимые при N,300,0.4509726162512838,0.5644099067316385,0.5284705899646477,0.5650481408800594
reason_sent,cos_step,3,200,фиксированная (≥400 фрагм.),164,0.300758000615084,0.6429387279387279,0.579507437007437,0.6242349317349317
reason_sent,cos_step,3,400,все допустимые при N,164,0.601516001230168,0.585252664002664,0.47534507159507167,0.5831809856809856
reason_sent,cos_step,3,400,фиксированная (≥400 фрагм.),164,0.601516001230168,0.585252664002664,0.47534507159507167,0.5831809856809856
reason_sent,cos_step,4,50,все допустимые при N,300,0.11274315406282095,0.5568912567342108,0.6049556166809987,0.5865962009128393
reason_sent,cos_step,4,50,фиксированная (≥400 фрагм.),164,0.075189500153771,0.5937919025419025,0.49583291708291705,0.5804606504606504
reason_sent,cos_step,4,100,все допустимые при N,300,0.2254863081256419,0.5730306888923188,0.5052584908017845,0.5730107159394087
reason_sent,cos_step,4,100,фиксированная (≥400 фрагм.),164,0.150379000307542,0.6074315961815963,0.4692481129981131,0.5955985680985681
reason_sent,cos_step,4,200,все допустимые при N,300,0.4509726162512838,0.5644099067316385,0.5278380335001728,0.5650511175298951
reason_sent,cos_step,4,200,фиксированная (≥400 фрагм.),164,0.300758000615084,0.6429387279387279,0.5230992618492618,0.6170820845820846
reason_sent,cos_step,4,400,все допустимые при N,164,0.601516001230168,0.585252664002664,0.46055139305139303,0.5775262237762238
reason_sent,cos_step,4,400,фиксированная (≥400 фрагм.),164,0.601516001230168,0.585252664002664,0.46055139305139303,0.5775262237762238
reason_sent,cos_task,3,50,все допустимые при N,300,0.11274315406282095,0.5568912567342108,0.4622974316289257,0.554045652988777
reason_sent,cos_task,3,50,фиксированная (≥400 фрагм.),164,0.075189500153771,0.5937919025419025,0.4253704628704629,0.5836920024420025
reason_sent,cos_task,3,100,все допустимые при N,300,0.2254863081256419,0.5730306888923188,0.5130910946721643,0.5689556368928186
reason_sent,cos_task,3,100,фиксированная (≥400 фрагм.),164,0.150379000307542,0.6074315961815963,0.5006546231546232,0.6006093906093906
